Reaction,kT_keV,MACS_mean(b),MACS_std(b)
"⁵⁹Fe(n,g)",10,66.02476963391689,2.6760057210258976
"⁵⁹Fe(n,g)",30,30.273420637228053,0.7051205770613135
"⁵⁹Fe(n,g)",60,18.005280856288365,0.3330102412642733
