Reaction,kT_keV,MACS_mean(b),MACS_std(b)
"⁵⁶Fe(n,g)",10,34.031843923147655,1.0379823951532543
"⁵⁶Fe(n,g)",30,21.917505406754064,0.4869048308349772
"⁵⁶Fe(n,g)",60,15.30227932631136,0.29754723823668594
