Reaction,kT_keV,MACS_mean(b),MACS_std(b)
"⁵⁷Fe(n,g)",10,76.09375979921994,2.5755018596742407
"⁵⁷Fe(n,g)",30,33.56520628938456,0.7875502138095369
"⁵⁷Fe(n,g)",60,18.28987059870337,0.37455261023964104
